metric,runs,mean,standard_deviation,variance,minimum,minimum_seed,maximum,maximum_seed,mean_plus_minus_std
best_val_f1,16,0.7229026875,0.010380232404069776,0.0001077492247625002,0.70195,303,0.742424,42,0.7229 ± 0.0104
test_f1,16,0.8166633620858192,0.014711425962887423,0.00021642605386151814,0.7839195728302002,303,0.8380952477455139,1313,0.8167 ± 0.0147
test_accuracy,16,0.8959561698138714,0.007952458281478652,6.32415927186584e-05,0.8805031180381775,505,0.9068396091461182,1212,0.8960 ± 0.0080
test_precision,16,0.810960914939642,0.02569504223906344,0.0006602351956672543,0.7627550959587097,505,0.8558692336082458,1212,0.8110 ± 0.0257
test_recall,16,0.8241096325218678,0.03460181200794705,0.0011972853942333087,0.7625698447227478,303,0.8743016719818115,606,0.8241 ± 0.0346
test_auroc,16,0.9307320639491081,0.01007501105002799,0.00010150584765818611,0.9090039730072021,303,0.9420795440673828,202,0.9307 ± 0.0101
test_loss,16,0.309027870631466,0.03190898925017377,0.0010181835949677053,0.2766812900700837,101,0.4026814047695569,303,0.3090 ± 0.0319
test_ece,16,0.03397696674801409,0.019030287871632388,0.00036215185647719874,0.016506602987647057,202,0.08186040818691254,505,0.0340 ± 0.0190
test_brier,16,0.0897789360024035,0.010969247144185984,0.00012032438291023235,0.07947732508182526,101,0.12356891483068466,303,0.0898 ± 0.0110
