seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,118,0.742424,0.8191489577293396,0.893081784248352,0.7817258834838867,0.8603351712226868,0.9341695308685303,0.3099202013143991,0.039117105305194855,0.0899236872792244,nan,,results/flip_only/obs15_7_det/logs/seed_42.log
101,126,0.733333,0.8287526369094849,0.9044811129570007,0.8364153504371643,0.8212290406227112,0.9385398626327515,0.2766812900700837,0.017449649050831795,0.07947732508182526,nan,,results/flip_only/obs15_7_det/logs/seed_101.log
202,129,0.724936,0.8336700201034546,0.9029088020324707,0.8049414753913879,0.8645251393318176,0.9420795440673828,0.2989685395768762,0.016506602987647057,0.08748538792133331,nan,,results/flip_only/obs15_7_det/logs/seed_202.log
303,9,0.70195,0.7839195728302002,0.8816823959350586,0.8064992427825928,0.7625698447227478,0.9090039730072021,0.4026814047695569,0.02749132364988327,0.12356891483068466,nan,,results/flip_only/obs15_7_det/logs/seed_303.log
404,122,0.721763,0.8106967210769653,0.8942610025405884,0.8170212507247925,0.8044692873954773,0.9341894388198853,0.2838959768621806,0.026316184550523758,0.08250518143177032,nan,,results/flip_only/obs15_7_det/logs/seed_404.log
505,5,0.715789,0.7973333597183228,0.8805031180381775,0.7627550959587097,0.8351955413818359,0.9247636198997498,0.33952195790583967,0.08186040818691254,0.09857109934091568,nan,,results/flip_only/obs15_7_det/logs/seed_505.log
606,136,0.721649,0.8220617175102234,0.893474817276001,0.7757124900817871,0.8743016719818115,0.9355356693267822,0.30796098412162176,0.03121287375688553,0.08972270041704178,nan,,results/flip_only/obs15_7_det/logs/seed_606.log
707,143,0.71618,0.8154681324958801,0.893081784248352,0.7928760051727295,0.839385449886322,0.933341383934021,0.3217622966236431,0.018072903156280518,0.096230648458004,nan,,results/flip_only/obs15_7_det/logs/seed_707.log
808,7,0.711957,0.800285279750824,0.8899371027946472,0.8177842497825623,0.7835195660591125,0.909109354019165,0.34168290144248015,0.07107386738061905,0.09902423620223999,nan,,results/flip_only/obs15_7_det/logs/seed_808.log
909,86,0.733696,0.828060507774353,0.9017295837402344,0.8157181739807129,0.840782105922699,0.9386353492736816,0.2857077076106482,0.021996889263391495,0.08240974694490433,nan,,results/flip_only/obs15_7_det/logs/seed_909.log
1010,97,0.72067,0.8011653423309326,0.8926886916160583,0.8371385335922241,0.7681564092636108,0.9223117828369141,0.3144324694605488,0.023272473365068436,0.08993495255708694,nan,,results/flip_only/obs15_7_det/logs/seed_1010.log
1111,108,0.733696,0.8213783502578735,0.9001572132110596,0.8271954655647278,0.8156424760818481,0.9334360957145691,0.28527297708184834,0.03537702187895775,0.08137071132659912,nan,,results/flip_only/obs15_7_det/logs/seed_1111.log
1212,104,0.728291,0.8293736577033997,0.9068396091461182,0.8558692336082458,0.8044692873954773,0.9386085867881775,0.28035600010588485,0.023209525272250175,0.08025403320789337,nan,,results/flip_only/obs15_7_det/logs/seed_1212.log
1313,123,0.715054,0.8380952477455139,0.9064465165138245,0.8169761300086975,0.8603351712226868,0.93963623046875,0.28999938966636357,0.026504622772336006,0.0827520564198494,nan,,results/flip_only/obs15_7_det/logs/seed_1313.log
1414,25,0.714286,0.8172042965888977,0.893081784248352,0.787564754486084,0.8491619825363159,0.9320998787879944,0.2937653854934302,0.03127220645546913,0.08446547389030457,nan,,results/flip_only/obs15_7_det/logs/seed_1414.log
1515,50,0.730769,0.8199999928474426,0.900943398475647,0.8391813039779663,0.8016759753227234,0.9262527227401733,0.31183644799805066,0.05289781093597412,0.08876682072877884,nan,,results/flip_only/obs15_7_det/logs/seed_1515.log
