metric,runs,mean,standard_deviation,variance,minimum,minimum_seed,maximum,maximum_seed,mean_plus_minus_std
best_val_f1,16,0.7087695625,0.01548036288105569,0.00023964163492916682,0.68254,303,0.730769,808,0.7088 ± 0.0155
test_f1,16,0.8172204904258251,0.01323939542343161,0.00017528159117798184,0.7803837656974792,404,0.8347659707069397,101,0.8172 ± 0.0132
test_accuracy,16,0.8960416652262211,0.006122453900828732,3.748444176777295e-05,0.8855555653572083,404,0.9072222113609314,202,0.8960 ± 0.0061
test_precision,16,0.8107539713382721,0.0294078012487489,0.0008648187742859174,0.7667238712310791,1010,0.8601694703102112,202,0.8108 ± 0.0294
test_recall,16,0.8266765289008617,0.043713333764892975,0.001910855548840932,0.7218934893608093,404,0.88165682554245,1010,0.8267 ± 0.0437
test_auroc,16,0.9306681118905544,0.004936528295143812,2.4369311608755475e-05,0.9217314720153809,707,0.937617301940918,101,0.9307 ± 0.0049
test_loss,16,0.3233859363796354,0.036896144845925724,0.0013613255044915313,0.2795519138484982,505,0.4167388131141523,707,0.3234 ± 0.0369
test_mean_uncertainty,16,0.3841795586049557,0.03773328273450142,0.0014238006259218229,0.3288809657096863,42,0.4597667455673218,707,0.3842 ± 0.0377
test_ece,16,0.08584143896587193,0.015625563962876492,0.00024415824915794456,0.06221829727292061,42,0.11878710985183716,202,0.0858 ± 0.0156
test_brier,16,0.10615755151957273,0.013176597106688117,0.00017362271131198166,0.09029683470726013,505,0.13969245553016663,707,0.1062 ± 0.0132
test_aurc,16,0.04815419367514551,0.009003156094303978,8.105681965840286e-05,0.03795522823929787,505,0.07067598402500153,707,0.0482 ± 0.0090
