seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,15,0.71134,0.7960132956504822,0.8793238997459412,0.7591888308525085,0.8365921974182129,0.9062641263008118,0.3264397989133648,0.03789929300546646,0.09123648703098297,nan,,results/orig/obs15_8_ratio_det/logs/seed_42.log
101,121,0.717678,0.8164422512054443,0.8981918096542358,0.8287769556045532,0.8044692873954773,0.9312517642974854,0.30299177108030084,0.039991915225982666,0.0887838676571846,nan,,results/orig/obs15_8_ratio_det/logs/seed_101.log
202,13,0.708995,0.8175675868988037,0.8938679099082947,0.7918848395347595,0.8449720740318298,0.9120997786521912,0.312811186842653,0.03314533084630966,0.0880374163389206,nan,,results/orig/obs15_8_ratio_det/logs/seed_202.log
303,24,0.699187,0.8181818127632141,0.8962264060974121,0.8070651888847351,0.8296089172363281,0.9183633327484131,0.3202799822647376,0.06651732325553894,0.09148937463760376,nan,,results/orig/obs15_8_ratio_det/logs/seed_303.log
404,107,0.707071,0.8145315647125244,0.885613203048706,0.7491207718849182,0.8924580812454224,0.9329272508621216,0.28074944929887274,0.03323376178741455,0.0774306207895279,nan,,results/orig/obs15_8_ratio_det/logs/seed_404.log
505,136,0.709845,0.8300873041152954,0.9005503058433533,0.799482524394989,0.8631284832954407,0.9341367483139038,0.2828829488153073,0.031451836228370667,0.07986893504858017,nan,,results/orig/obs15_8_ratio_det/logs/seed_505.log
606,10,0.690537,0.8008021116256714,0.8828616142272949,0.7679487466812134,0.8365921974182129,0.9091101288795471,0.3185767278495608,0.03669395297765732,0.08873259276151657,nan,,results/orig/obs15_8_ratio_det/logs/seed_606.log
707,49,0.703125,0.8137456774711609,0.893474817276001,0.8010825514793396,0.826815664768219,0.924518346786499,0.31289613066274946,0.04815240576863289,0.08583629876375198,nan,,results/orig/obs15_8_ratio_det/logs/seed_707.log
808,154,0.742382,0.8295454382896423,0.9056603908538818,0.8439306616783142,0.8156424760818481,0.9366786479949951,0.27845118203592173,0.03861556202173233,0.07765865325927734,nan,,results/orig/obs15_8_ratio_det/logs/seed_808.log
909,11,0.710526,0.8071808218955994,0.8860062956809998,0.7703045606613159,0.8477653861045837,0.9178224205970764,0.30670832526017605,0.04187817871570587,0.08567731082439423,nan,,results/orig/obs15_8_ratio_det/logs/seed_909.log
1010,124,0.716981,0.831944465637207,0.9048742055892944,0.8273480534553528,0.8365921974182129,0.9282743334770203,0.2891847605553511,0.031759995967149734,0.07828868180513382,nan,,results/orig/obs15_8_ratio_det/logs/seed_1010.log
1111,123,0.705882,0.8157019019126892,0.8911163806915283,0.7789072394371033,0.8561452627182007,0.9282560348510742,0.28629323383202787,0.02533780224621296,0.07899651676416397,nan,,results/orig/obs15_8_ratio_det/logs/seed_1111.log
1212,24,0.721485,0.8027210831642151,0.8860062956809998,0.7824933528900146,0.8240223526954651,0.9163195490837097,0.3177487922062227,0.04998357966542244,0.08974568545818329,nan,,results/orig/obs15_8_ratio_det/logs/seed_1212.log
1313,6,0.695187,0.8181818127632141,0.8946540951728821,0.7955145239830017,0.8421787619590759,0.9187743663787842,0.30373285021597685,0.0530080646276474,0.08603552728891373,nan,,results/orig/obs15_8_ratio_det/logs/seed_1313.log
1414,118,0.704301,0.8142458200454712,0.8954402804374695,0.8142458200454712,0.8142458200454712,0.9353278875350952,0.28792808006542336,0.0321757048368454,0.08214219659566879,nan,,results/orig/obs15_8_ratio_det/logs/seed_1414.log
1515,36,0.701754,0.7910562753677368,0.893474817276001,0.8829604387283325,0.7164804339408875,0.9195368885993958,0.3037826630493378,0.05922885984182358,0.08459483832120895,nan,,results/orig/obs15_8_ratio_det/logs/seed_1515.log
