seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,137,0.707483,0.7733071446418762,0.871666669845581,0.76953125,0.7771202921867371,0.923423171043396,0.4322692482029882,0.061427704989910126,0.14054787158966064,nan,,results/flip_only/obs_30_8_ratio/logs/seed_42.log
101,127,0.710938,0.8438133597373962,0.9144444465637207,0.8684759736061096,0.8205128312110901,0.9398795962333679,0.3082287227907034,0.026665885001420975,0.09082686901092529,nan,,results/flip_only/obs_30_8_ratio/logs/seed_101.log
202,23,0.672065,0.7971311211585999,0.8899999856948853,0.8294243216514587,0.7672584056854248,0.9214050769805908,0.40774815139872794,0.04942505061626434,0.1272423416376114,nan,,results/flip_only/obs_30_8_ratio/logs/seed_202.log
303,11,0.707317,0.8135592937469482,0.8961111307144165,0.8225806355476379,0.8047337532043457,0.9311220645904541,0.2962507528567217,0.0447809100151062,0.08698475360870361,nan,,results/flip_only/obs_30_8_ratio/logs/seed_303.log
404,25,0.698529,0.8241965770721436,0.8966666460037231,0.7912885546684265,0.8599605560302734,0.9312989711761475,0.3207847856632616,0.027237148955464363,0.0958426222205162,nan,,results/flip_only/obs_30_8_ratio/logs/seed_404.log
505,123,0.707224,0.8410661220550537,0.9105555415153503,0.8418972492218018,0.8402366638183594,0.9496179819107056,0.2514285341815986,0.011692650616168976,0.07152097672224045,nan,,results/flip_only/obs_30_8_ratio/logs/seed_505.log
606,125,0.688645,0.8293153047561646,0.9016666412353516,0.8113207817077637,0.848126232624054,0.9387202262878418,0.29600860013635427,0.01859557256102562,0.08733298629522324,nan,,results/flip_only/obs_30_8_ratio/logs/seed_606.log
707,113,0.687023,0.7317073345184326,0.8594444394111633,0.7912843823432922,0.6804733872413635,0.9098971486091614,0.4243068956305751,0.03924109414219856,0.13654285669326782,nan,,results/flip_only/obs_30_8_ratio/logs/seed_707.log
808,41,0.728625,0.8409755825996399,0.9094444513320923,0.8320463299751282,0.8500986099243164,0.9409092664718628,0.2919889284793152,0.027011780068278313,0.08443957567214966,nan,,results/flip_only/obs_30_8_ratio/logs/seed_808.log
909,123,0.725275,0.842311441898346,0.9105555415153503,0.8365758657455444,0.848126232624054,0.9431028366088867,0.28717861161015346,0.037691015750169754,0.08150777965784073,nan,,results/flip_only/obs_30_8_ratio/logs/seed_909.log
1010,27,0.693727,0.8140417337417603,0.8911111354827881,0.7842778563499451,0.8461538553237915,0.9261506795883179,0.32692819902280335,0.034092631191015244,0.09788668900728226,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1010.log
1111,124,0.715953,0.8174757361412048,0.8955555558204651,0.8049713373184204,0.8303747773170471,0.9300817251205444,0.3375944247772182,0.018768785521388054,0.10035362839698792,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1111.log
1212,101,0.742424,0.830525279045105,0.9049999713897705,0.8346613645553589,0.8264299631118774,0.9396157264709473,0.2974270886839812,0.021331751719117165,0.08911595493555069,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1212.log
1313,14,0.669388,0.7995910048484802,0.8911111354827881,0.8301486372947693,0.7712031602859497,0.930176317691803,0.34953098735382915,0.03446938097476959,0.10755165666341782,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1313.log
1414,111,0.723881,0.8290766477584839,0.903333306312561,0.8258317112922668,0.8323471546173096,0.9392343163490295,0.3216439627920524,0.024863341823220253,0.09461091458797455,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1414.log
1515,22,0.696356,0.7954779267311096,0.8894444704055786,0.8304721117019653,0.7633135914802551,0.9096226096153259,0.38245921497512286,0.0666426420211792,0.11657752841711044,nan,,results/flip_only/obs_30_8_ratio/logs/seed_1515.log
