seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,128,0.713178,0.8162055611610413,0.8966666460037231,0.8178218007087708,0.814595639705658,0.9404043555259705,0.2935547529394564,0.051687952131032944,0.09410527348518372,0.3211062550544739,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_42.log
101,211,0.734848,0.8539999723434448,0.9188888669013977,0.866125762462616,0.8422091007232666,0.9477896690368652,0.2908919908864294,0.06113801151514053,0.09181759506464005,0.29733049869537354,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_101.log
202,121,0.71875,0.8302257061004639,0.9038888812065125,0.826171875,0.834319531917572,0.9369477033615112,0.33517681460234644,0.08553352952003479,0.11048012971878052,0.3871482014656067,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_202.log
303,106,0.719101,0.8213925361633301,0.9016666412353516,0.8409090638160706,0.8027613162994385,0.9369491934776306,0.26442655423156775,0.09727072715759277,0.08573002368211746,0.3695440888404846,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_303.log
404,93,0.729927,0.7984420657157898,0.8849999904632568,0.7884615659713745,0.8086785078048706,0.9235345721244812,0.3800814677085509,0.08188394457101822,0.12803363800048828,0.444095253944397,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_404.log
505,225,0.736486,0.8310249447822571,0.8983333110809326,0.78125,0.8875739574432373,0.9415994882583618,0.30092764296107866,0.053912606090307236,0.0954439789056778,0.3105309009552002,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_505.log
606,144,0.720588,0.8068506121635437,0.8872222304344177,0.779411792755127,0.8362919092178345,0.9331325888633728,0.3758057751996549,0.07498625665903091,0.1210518479347229,0.34526288509368896,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_606.log
707,103,0.709898,0.8049010634422302,0.8849999904632568,0.7707581520080566,0.8422091007232666,0.9326353073120117,0.4190921236686028,0.0766046792268753,0.13310657441616058,0.3280155062675476,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_707.log
808,219,0.760563,0.8265402913093567,0.8983333110809326,0.7956204414367676,0.8599605560302734,0.9349745512008667,0.29476916526459185,0.09272618591785431,0.09725027531385422,0.3865809142589569,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_808.log
909,119,0.721311,0.8205128312110901,0.9027777910232544,0.8547008633613586,0.7889546155929565,0.9278377890586853,0.2900080556369896,0.0762692391872406,0.0934118926525116,0.3517235517501831,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_909.log
1010,272,0.729323,0.8288973569869995,0.8999999761581421,0.800000011920929,0.8599605560302734,0.9331066608428955,0.3334512632807268,0.05449344962835312,0.1070222482085228,0.3476627469062805,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1010.log
1111,134,0.723077,0.8402010202407837,0.9116666913032532,0.8565573692321777,0.824457585811615,0.9477302432060242,0.27139735678725024,0.07928906381130219,0.08864690363407135,0.3486003875732422,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1111.log
1212,280,0.736059,0.8362573385238647,0.9066666960716248,0.8265895843505859,0.8461538553237915,0.9425208568572998,0.27767374551968926,0.06631343066692352,0.08869139105081558,0.3259602189064026,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1212.log
1313,152,0.725191,0.8216007947921753,0.8972222208976746,0.8037735819816589,0.8402366638183594,0.9354497790336609,0.2992688128469879,0.06393329054117203,0.0964122787117958,0.3428594172000885,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1313.log
1414,117,0.738351,0.8396946787834167,0.9066666960716248,0.8133087158203125,0.867850124835968,0.9438319802284241,0.27326202902951685,0.10477758944034576,0.09021520614624023,0.3992972671985626,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1414.log
1515,115,0.722807,0.8170616030693054,0.8927778005599976,0.7864963412284851,0.8500986099243164,0.9421578645706177,0.267873675513111,0.06495082378387451,0.08609818667173386,0.32091838121414185,,results/flip_only/obs_30_8_area_edl_mse/logs/seed_1515.log
