seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,13,0.731707,0.8082094788551331,0.893474817276001,0.8192252516746521,0.7974860072135925,0.9182571172714233,0.30637024328434814,0.09624223411083221,0.10077830404043198,0.4170174300670624,,results/flip_only/obs15_7_edl_mse/logs/seed_42.log
101,18,0.699724,0.816067636013031,0.8974056839942932,0.8236131072044373,0.8086591958999634,0.9287396669387817,0.3114339004328308,0.09610424190759659,0.10299290716648102,0.41398265957832336,,results/flip_only/obs15_7_edl_mse/logs/seed_101.log
202,23,0.706897,0.8152492642402649,0.900943398475647,0.8580247163772583,0.7765362858772278,0.9191674590110779,0.3016636948590621,0.11984439939260483,0.10000137984752655,0.44320255517959595,,results/flip_only/obs15_7_edl_mse/logs/seed_202.log
303,20,0.719101,0.8292340040206909,0.9044811129570007,0.8345119953155518,0.8240223526954651,0.9189894199371338,0.3324765596608811,0.09334748983383179,0.10921110212802887,0.4097731113433838,,results/flip_only/obs15_7_edl_mse/logs/seed_303.log
404,22,0.724638,0.8084146976470947,0.8997641801834106,0.8747967481613159,0.751396656036377,0.9241878986358643,0.29012140836710976,0.1036522313952446,0.09501234441995621,0.4082909822463989,,results/flip_only/obs15_7_edl_mse/logs/seed_404.log
505,15,0.715909,0.815506100654602,0.8989779949188232,0.8389955759048462,0.7932960987091064,0.9116241931915283,0.32632159247188863,0.11295182257890701,0.10817069560289383,0.45152321457862854,,results/flip_only/obs15_7_edl_mse/logs/seed_505.log
606,91,0.713137,0.8272539377212524,0.9013364911079407,0.8154681324958801,0.839385449886322,0.9352033138275146,0.2713971629050084,0.08236831426620483,0.08778845518827438,0.3604053556919098,,results/flip_only/obs15_7_edl_mse/logs/seed_606.log
707,24,0.731844,0.8214285969734192,0.9017295837402344,0.8406432867050171,0.8030726313591003,0.9308812618255615,0.32667211219774783,0.08963669091463089,0.10804850608110428,0.41092538833618164,,results/flip_only/obs15_7_edl_mse/logs/seed_707.log
808,33,0.725212,0.8246241807937622,0.9036949872970581,0.8458150029182434,0.8044692873954773,0.9217418432235718,0.2991953485648674,0.0938941091299057,0.09745654463768005,0.39321303367614746,,results/flip_only/obs15_7_edl_mse/logs/seed_808.log
909,111,0.714667,0.8162422776222229,0.8950471878051758,0.8046132922172546,0.8282122611999512,0.9205851554870605,0.32334048901721013,0.07628051191568375,0.10400671511888504,0.37257349491119385,,results/flip_only/obs15_7_edl_mse/logs/seed_909.log
1010,23,0.734807,0.8128941655158997,0.8950471878051758,0.8157524466514587,0.8100558519363403,0.9137401580810547,0.3114297940077338,0.09542231261730194,0.10191742330789566,0.4115958511829376,,results/flip_only/obs15_7_edl_mse/logs/seed_1010.log
1111,157,0.727273,0.8227049708366394,0.9005503058433533,0.8255977630615234,0.8198323845863342,0.9345226287841797,0.29882464458032365,0.07967017590999603,0.09708880633115768,0.3730446696281433,,results/flip_only/obs15_7_edl_mse/logs/seed_1111.log
1212,42,0.718499,0.8055555820465088,0.8899371027946472,0.8011049628257751,0.8100558519363403,0.9270541667938232,0.2922344405366962,0.08097010850906372,0.0946045070886612,0.3652024567127228,,results/flip_only/obs15_7_edl_mse/logs/seed_1212.log
1313,11,0.718232,0.8111587762832642,0.8962264060974121,0.8313782811164856,0.7918994426727295,0.9184978008270264,0.34388760978251265,0.07655306160449982,0.11303125321865082,0.4145682454109192,,results/flip_only/obs15_7_edl_mse/logs/seed_1313.log
1414,31,0.724324,0.8318213820457458,0.9052672982215881,0.8312413096427917,0.832402229309082,0.9304350018501282,0.2859621013235174,0.08699806779623032,0.09258881956338882,0.37481051683425903,,results/flip_only/obs15_7_edl_mse/logs/seed_1414.log
1515,129,0.715116,0.8085419535636902,0.8977987170219421,0.855140209197998,0.7667597532272339,0.9346004724502563,0.29295807677383573,0.09499554336071014,0.09624959528446198,0.3810289204120636,,results/flip_only/obs15_7_edl_mse/logs/seed_1515.log
