seed,best_epoch,best_val_f1,test_f1,test_accuracy,test_precision,test_recall,test_auroc,test_loss,test_ece,test_brier,test_mean_uncertainty,test_aurcbest_checkpoint,log_file
42,108,0.718085,0.8325157761573792,0.9060534834861755,0.8354430198669434,0.8296089172363281,0.9320982694625854,0.32266698379287445,0.013758212327957153,0.09671111404895782,nan,,results/flip_only/obs_15_8_area_det/logs/seed_42.log
101,145,0.716049,0.8324675559997559,0.8985849022865295,0.7779126167297363,0.8952513933181763,0.9408930540084839,0.2707229138346031,0.013373587280511856,0.07704001665115356,nan,,results/flip_only/obs_15_8_area_det/logs/seed_101.log
202,212,0.734694,0.8468834757804871,0.9111635088920593,0.8223684430122375,0.8729050159454346,0.9475317001342773,0.2797762785273296,0.018238075077533722,0.07954651862382889,nan,,results/flip_only/obs_15_8_area_det/logs/seed_202.log
303,108,0.712121,0.8134714961051941,0.8867924809455872,0.7584540843963623,0.8770949840545654,0.9397890567779541,0.3006231376445296,0.020116711035370827,0.0894901305437088,nan,,results/flip_only/obs_15_8_area_det/logs/seed_303.log
404,34,0.723861,0.8325225710868835,0.9052672982215881,0.8284924030303955,0.8365921974182129,0.9405508041381836,0.3180683162348678,0.01723184436559677,0.0938897356390953,nan,,results/flip_only/obs_15_8_area_det/logs/seed_404.log
505,91,0.738786,0.8023005127906799,0.891902506351471,0.8266666531562805,0.7793295979499817,0.9304174184799194,0.31007010945073993,0.03725301846861839,0.08886046707630157,nan,,results/flip_only/obs_15_8_area_det/logs/seed_505.log
606,137,0.724234,0.8402533531188965,0.9107704162597656,0.8468084931373596,0.833798885345459,0.9372960329055786,0.32795866195379986,0.027150489389896393,0.09391109645366669,nan,,results/flip_only/obs_15_8_area_det/logs/seed_606.log
707,234,0.724868,0.8156182169914246,0.8997641801834106,0.8455772399902344,0.7877094745635986,0.9384031295776367,0.31880163974879994,0.02170208841562271,0.09403170645236969,nan,,results/flip_only/obs_15_8_area_det/logs/seed_707.log
808,83,0.729412,0.8323442339897156,0.9111635088920593,0.8876582384109497,0.7835195660591125,0.9376680850982666,0.26699714565042215,0.04059852659702301,0.07307387888431549,nan,,results/flip_only/obs_15_8_area_det/logs/seed_808.log
909,162,0.746803,0.8337838053703308,0.9033018946647644,0.8075916171073914,0.8617318272590637,0.9443334341049194,0.29033906118296476,0.02886805683374405,0.08461073786020279,nan,,results/flip_only/obs_15_8_area_det/logs/seed_909.log
1010,135,0.732824,0.8205479383468628,0.8970125913619995,0.8051075339317322,0.8365921974182129,0.934857189655304,0.38575819167052156,0.03818318247795105,0.11745498329401016,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1010.log
1111,128,0.724936,0.8152610659599304,0.8915094137191772,0.7827763557434082,0.8505586385726929,0.9428077340126038,0.2864133961993936,0.0434466190636158,0.08303438872098923,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1111.log
1212,150,0.729805,0.8345534205436707,0.9111635088920593,0.8769230842590332,0.7960894107818604,0.936540424823761,0.2867694876707677,0.03436429798603058,0.07980915158987045,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1212.log
1313,221,0.738693,0.8232118487358093,0.8970125913619995,0.7963446378707886,0.8519552946090698,0.9395712614059448,0.2787329867275485,0.02119360864162445,0.07883056998252869,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1313.log
1414,128,0.744898,0.8306878209114075,0.8993710875511169,0.7889447212219238,0.8770949840545654,0.9404116868972778,0.3107666594459302,0.0285564586520195,0.08884437382221222,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1414.log
1515,126,0.713911,0.8152610659599304,0.8915094137191772,0.7827763557434082,0.8505586385726929,0.9326636791229248,0.3339050612741076,0.038802649825811386,0.09971893578767776,nan,,results/flip_only/obs_15_8_area_det/logs/seed_1515.log
