metric,runs,mean,standard_deviation,variance,minimum,minimum_seed,maximum,maximum_seed,mean_plus_minus_std
best_val_f1,16,0.702942625,0.010160661125963552,0.00010323903451666691,0.682464,707,0.72619,909,0.7029 ± 0.0102
test_f1,16,0.8016391657292843,0.01694170213288578,0.00028702127115942666,0.7640587091445923,707,0.829959511756897,606,0.8016 ± 0.0169
test_accuracy,16,0.8864730820059776,0.012630290289085357,0.00015952423278656387,0.8482704162597656,707,0.900943398475647,606,0.8865 ± 0.0126
test_precision,16,0.7934617698192596,0.04577731162229979,0.002095562259365143,0.679347813129425,707,0.867098867893219,909,0.7935 ± 0.0458
test_recall,16,0.8145076893270016,0.045116188965925945,0.002035470506809138,0.6983240246772766,303,0.8729050159454346,707,0.8145 ± 0.0451
test_auroc,16,0.9142997488379478,0.009022038952000877,8.139718685142109e-05,0.900762677192688,1515,0.9373082518577576,606,0.9143 ± 0.0090
test_loss,16,0.2952542815753457,0.013522240557226443,0.0001828509896874997,0.25628534730465463,606,0.31502711070946804,303,0.2953 ± 0.0135
test_mean_uncertainty,16,0.3829279560595751,0.03422953676576176,0.001171661187198636,0.31932923197746277,606,0.4558810889720917,303,0.3829 ± 0.0342
test_ece,16,0.08173112920485437,0.01506888225364896,0.00022707121237433656,0.055207837373018265,101,0.1141483411192894,303,0.0817 ± 0.0151
test_brier,16,0.09549753786996007,0.005297744535052425,2.8066097158677834e-05,0.0814027413725853,606,0.10489054769277573,303,0.0955 ± 0.0053
test_aurc,16,0.05227378569543362,0.009929664983846542,9.859824669142814e-05,0.03575766831636429,606,0.0733184888958931,707,0.0523 ± 0.0099
